average_f1,crossner_ai_f1,crossner_ai_prec,crossner_ai_rec,crossner_literature_f1,crossner_literature_prec,crossner_literature_rec,crossner_music_f1,crossner_music_prec,crossner_music_rec,crossner_politics_f1,crossner_politics_prec,crossner_politics_rec,crossner_science_f1,crossner_science_prec,crossner_science_rec,epoch,mit-movie_f1,mit-movie_prec,mit-movie_rec,mit-restaurant_f1,mit-restaurant_prec,mit-restaurant_rec,step,train_loss
,,,,,,,,,,,,,,,,0.0599,,,,,,,17,0.10937900841236115
,,,,,,,,,,,,,,,,0.0634,,,,,,,18,0.1314813792705536
,,,,,,,,,,,,,,,,0.0669,,,,,,,19,0.11976839601993561
,,,,,,,,,,,,,,,,0.0704,,,,,,,20,0.11056112498044968
,,,,,,,,,,,,,,,,0.0739,,,,,,,21,0.10189944505691528
,,,,,,,,,,,,,,,,0.0775,,,,,,,22,0.09609571099281311
,,,,,,,,,,,,,,,,0.081,,,,,,,23,0.06660956144332886
0.03137090870554125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0.13740458013218343,0.599999999996,0.07758620689648484,0.08219178080660536,0.49999999999166667,0.044776119402918244,24,0.08354513347148895
,,,,,,,,,,,,,,,,0.088,,,,,,,25,0.08546458184719086
,,,,,,,,,,,,,,,,0.0915,,,,,,,26,0.07050798833370209
,,,,,,,,,,,,,,,,0.0951,,,,,,,27,0.10768042504787445
,,,,,,,,,,,,,,,,0.0986,,,,,,,28,0.06862884014844894
,,,,,,,,,,,,,,,,0.1021,,,,,,,29,0.06717847287654877
,,,,,,,,,,,,,,,,0.1056,,,,,,,30,0.08133924752473831
,,,,,,,,,,,,,,,,0.1092,,,,,,,31,0.07989698648452759
0.023748473743840388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127,0.13846153844210649,0.642857142852551,0.07758620689648484,0.027777777764776232,0.199999999996,0.01492537313430608,32,0.044993117451667786
,,,,,,,,,,,,,,,,0.1162,,,,,,,33,0.07114335894584656
,,,,,,,,,,,,,,,,0.1197,,,,,,,34,0.04731819033622742
,,,,,,,,,,,,,,,,0.1232,,,,,,,35,0.0738028734922409
,,,,,,,,,,,,,,,,0.1268,,,,,,,36,0.05679044872522354
,,,,,,,,,,,,,,,,0.1303,,,,,,,37,0.07153536379337311
,,,,,,,,,,,,,,,,0.1338,,,,,,,38,0.06979607045650482
,,,,,,,,,,,,,,,,0.1373,,,,,,,39,0.06583936512470245
0.03966864322693233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1408,0.19548872178192098,0.764705882348443,0.11206896551714476,0.08219178080660536,0.49999999999166667,0.044776119402918244,40,0.061547569930553436
,,,,,,,,,,,,,,,,0.1444,,,,,,,41,0.059003666043281555
,,,,,,,,,,,,,,,,0.1479,,,,,,,42,0.05653006583452225
,,,,,,,,,,,,,,,,0.1514,,,,,,,43,0.05545300990343094
,,,,,,,,,,,,,,,,0.1549,,,,,,,44,0.040441907942295074
,,,,,,,,,,,,,,,,0.1585,,,,,,,45,0.05022812262177467
,,,,,,,,,,,,,,,,0.162,,,,,,,46,0.0377197265625
,,,,,,,,,,,,,,,,0.1655,,,,,,,47,0.04934777319431305
0.04213349565905448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666665850694,0.499999999975,0.021739130434735347,0.169,0.19847328242216655,0.8666666666608889,0.11206896551714476,0.05479452053270782,0.33333333332777776,0.02985074626861216,48,0.05837632715702057
,,,,,,,,,,,,,,,,0.1725,,,,,,,49,0.06359247118234634
,,,,,,,,,,,,,,,,0.1761,,,,,,,50,0.05247095972299576
,,,,,,,,,,,,,,,,0.1796,,,,,,,51,0.0646025761961937
,,,,,,,,,,,,,,,,0.1831,,,,,,,52,0.055720940232276917
,,,,,,,,,,,,,,,,0.1866,,,,,,,53,0.0514187216758728
,,,,,,,,,,,,,,,,0.1901,,,,,,,54,0.059515535831451416
,,,,,,,,,,,,,,,,0.1937,,,,,,,55,0.05286489799618721
0.04184704184206863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1972,0.1818181817966024,0.7499999999953126,0.10344827586197979,0.11111111109787808,0.799999999984,0.05970149253722432,56,0.042267508804798126
,,,,,,,,,,,,,,,,0.2007,,,,,,,57,0.05738363415002823
,,,,,,,,,,,,,,,,0.2042,,,,,,,58,0.066576287150383
,,,,,,,,,,,,,,,,0.2077,,,,,,,59,0.04107452929019928
,,,,,,,,,,,,,,,,0.2113,,,,,,,60,0.04801756143569946
,,,,,,,,,,,,,,,,0.2148,,,,,,,61,0.035792797803878784
,,,,,,,,,,,,,,,,0.2183,,,,,,,62,0.04386048763990402
,,,,,,,,,,,,,,,,0.2218,,,,,,,63,0.0410039946436882
0.03607503607008163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254,0.19696969694809457,0.812499999994922,0.11206896551714476,0.05555555554247685,0.399999999992,0.02985074626861216,64,0.041359320282936096
,,,,,,,,,,,,,,,,0.2289,,,,,,,65,0.04717264324426651
,,,,,,,,,,,,,,,,0.2324,,,,,,,66,0.051172927021980286
,,,,,,,,,,,,,,,,0.2359,,,,,,,67,0.043378107249736786
,,,,,,,,,,,,,,,,0.2394,,,,,,,68,0.048789456486701965
,,,,,,,,,,,,,,,,0.243,,,,,,,69,0.04206821694970131
,,,,,,,,,,,,,,,,0.2465,,,,,,,70,0.05567239969968796
,,,,,,,,,,,,,,,,0.25,,,,,,,71,0.05454374849796295
0.033226723519997343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535,0.14925373131980396,0.5555555555524692,0.08620689655164981,0.08333333332017746,0.599999999988,0.044776119402918244,72,0.03819183260202408
,,,,,,,,,,,,,,,,0.257,,,,,,,73,0.05030307173728943
,,,,,,,,,,,,,,,,0.2606,,,,,,,74,0.03533255681395531
,,,,,,,,,,,,,,,,0.2641,,,,,,,75,0.05029844492673874
,,,,,,,,,,,,,,,,0.2676,,,,,,,76,0.04165848344564438
,,,,,,,,,,,,,,,,0.2711,,,,,,,77,0.04423344507813454
,,,,,,,,,,,,,,,,0.2746,,,,,,,78,0.04496088624000549
,,,,,,,,,,,,,,,,0.2782,,,,,,,79,0.03209163621068001
0.04202741702129691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666665850694,0.499999999975,0.021739130434735347,0.2817,0.19696969694809457,0.812499999994922,0.11206896551714476,0.05555555554247685,0.399999999992,0.02985074626861216,80,0.03617824241518974
,,,,,,,,,,,,,,,,0.2852,,,,,,,81,0.04268984496593475
,,,,,,,,,,,,,,,,0.2887,,,,,,,82,0.04886574670672417
,,,,,,,,,,,,,,,,0.2923,,,,,,,83,0.05926293134689331
,,,,,,,,,,,,,,,,0.2958,,,,,,,84,0.03131215646862984
,,,,,,,,,,,,,,,,0.2993,,,,,,,85,0.0642540231347084
,,,,,,,,,,,,,,,,0.3028,,,,,,,86,0.05475364625453949
,,,,,,,,,,,,,,,,0.3063,,,,,,,87,0.042526938021183014
0.044083199898685935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666665850694,0.499999999975,0.021739130434735347,0.3099,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.05479452053270782,0.33333333332777776,0.02985074626861216,88,0.03949301689863205
,,,,,,,,,,,,,,,,0.3134,,,,,,,89,0.04512561485171318
,,,,,,,,,,,,,,,,0.3169,,,,,,,90,0.03885017707943916
,,,,,,,,,,,,,,,,0.3204,,,,,,,91,0.04164924472570419
,,,,,,,,,,,,,,,,0.3239,,,,,,,92,0.04787126183509827
,,,,,,,,,,,,,,,,0.3275,,,,,,,93,0.0491216666996479
,,,,,,,,,,,,,,,,0.331,,,,,,,94,0.03549744188785553
,,,,,,,,,,,,,,,,0.3345,,,,,,,95,0.03261633962392807
0.038130818947470654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.05479452053270782,0.33333333332777776,0.02985074626861216,96,0.0365891270339489
,,,,,,,,,,,,,,,,0.3415,,,,,,,97,0.031762249767780304
,,,,,,,,,,,,,,,,0.3451,,,,,,,98,0.029957246035337448
,,,,,,,,,,,,,,,,0.3486,,,,,,,99,0.04812507703900337
,,,,,,,,,,,,,,,,0.3521,,,,,,,100,0.03623005375266075
,,,,,,,,,,,,,,,,0.3556,,,,,,,101,0.03353819251060486
,,,,,,,,,,,,,,,,0.3592,,,,,,,102,0.03440040349960327
,,,,,,,,,,,,,,,,0.3627,,,,,,,103,0.03046136349439621
0.04191869773418705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666665850694,0.499999999975,0.021739130434735347,0.3662,0.19696969694809457,0.812499999994922,0.11206896551714476,0.05479452053270782,0.33333333332777776,0.02985074626861216,104,0.03575145825743675
,,,,,,,,,,,,,,,,0.3697,,,,,,,105,0.03844546526670456
,,,,,,,,,,,,,,,,0.3732,,,,,,,106,0.03359099105000496
,,,,,,,,,,,,,,,,0.3768,,,,,,,107,0.03593648970127106
,,,,,,,,,,,,,,,,0.3803,,,,,,,108,0.04378088563680649
,,,,,,,,,,,,,,,,0.3838,,,,,,,109,0.03452650457620621
,,,,,,,,,,,,,,,,0.3873,,,,,,,110,0.03931445628404617
,,,,,,,,,,,,,,,,0.3908,,,,,,,111,0.0421253927052021
0.047997094223528436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666665850694,0.499999999975,0.021739130434735347,0.3944,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08219178080660536,0.49999999999166667,0.044776119402918244,112,0.04082537442445755
,,,,,,,,,,,,,,,,0.3979,,,,,,,113,0.04193001985549927
,,,,,,,,,,,,,,,,0.4014,,,,,,,114,0.043438635766506195
,,,,,,,,,,,,,,,,0.4049,,,,,,,115,0.0375911183655262
,,,,,,,,,,,,,,,,0.4085,,,,,,,116,0.03284494951367378
,,,,,,,,,,,,,,,,0.412,,,,,,,117,0.0412360280752182
,,,,,,,,,,,,,,,,0.4155,,,,,,,118,0.040025483816862106
,,,,,,,,,,,,,,,,0.419,,,,,,,119,0.0492684543132782
0.05545591301114194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265304939607,0.6666666666444444,0.043478260869470695,0.4225,0.19696969694809457,0.812499999994922,0.11206896551714476,0.10958904108050291,0.6666666666555555,0.05970149253722432,120,0.048235341906547546
,,,,,,,,,,,,,,,,0.4261,,,,,,,121,0.03951575234532356
,,,,,,,,,,,,,,,,0.4296,,,,,,,122,0.02969290502369404
,,,,,,,,,,,,,,,,0.4331,,,,,,,123,0.03173840045928955
,,,,,,,,,,,,,,,,0.4366,,,,,,,124,0.03855760395526886
,,,,,,,,,,,,,,,,0.4401,,,,,,,125,0.025405842810869217
,,,,,,,,,,,,,,,,0.4437,,,,,,,126,0.0478815883398056
,,,,,,,,,,,,,,,,0.4472,,,,,,,127,0.04795406386256218
0.04220779220282346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4507,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08333333332017746,0.599999999988,0.044776119402918244,128,0.034333836287260056
,,,,,,,,,,,,,,,,0.4542,,,,,,,129,0.04033563286066055
,,,,,,,,,,,,,,,,0.4577,,,,,,,130,0.04685012251138687
,,,,,,,,,,,,,,,,0.4613,,,,,,,131,0.04323836416006088
,,,,,,,,,,,,,,,,0.4648,,,,,,,132,0.04732538014650345
,,,,,,,,,,,,,,,,0.4683,,,,,,,133,0.0446765199303627
,,,,,,,,,,,,,,,,0.4718,,,,,,,134,0.03532373905181885
,,,,,,,,,,,,,,,,0.4754,,,,,,,135,0.05187562108039856
0.04816017315403874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666665850694,0.499999999975,0.021739130434735347,0.4789,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08333333332017746,0.599999999988,0.044776119402918244,136,0.031045719981193542
,,,,,,,,,,,,,,,,0.4824,,,,,,,137,0.026028146967291832
,,,,,,,,,,,,,,,,0.4859,,,,,,,138,0.025424903258681297
,,,,,,,,,,,,,,,,0.4894,,,,,,,139,0.04963408038020134
,,,,,,,,,,,,,,,,0.493,,,,,,,140,0.04388643056154251
,,,,,,,,,,,,,,,,0.4965,,,,,,,141,0.03441805765032768
,,,,,,,,,,,,,,,,0.5,,,,,,,142,0.038726769387722015
,,,,,,,,,,,,,,,,0.5035,,,,,,,143,0.029338231310248375
0.05386959978130861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265304939607,0.6666666666444444,0.043478260869470695,0.507,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08333333332017746,0.599999999988,0.044776119402918244,144,0.04852326214313507
,,,,,,,,,,,,,,,,0.5106,,,,,,,145,0.031180214136838913
,,,,,,,,,,,,,,,,0.5141,,,,,,,146,0.04187522083520889
,,,,,,,,,,,,,,,,0.5176,,,,,,,147,0.03817923367023468
,,,,,,,,,,,,,,,,0.5211,,,,,,,148,0.04412202164530754
,,,,,,,,,,,,,,,,0.5246,,,,,,,149,0.058705929666757584
,,,,,,,,,,,,,,,,0.5282,,,,,,,150,0.04720648005604744
,,,,,,,,,,,,,,,,0.5317,,,,,,,151,0.044406574219465256
0.04587419382674607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632651895043,0.3333333333222222,0.021739130434735347,0.5352,0.19696969694809457,0.812499999994922,0.11206896551714476,0.08333333332017746,0.599999999988,0.044776119402918244,152,0.04340367764234543
,,,,,,,,,,,,,,,,0.5387,,,,,,,153,0.03352852538228035
,,,,,,,,,,,,,,,,0.5423,,,,,,,154,0.0524614080786705
,,,,,,,,,,,,,,,,0.5458,,,,,,,155,0.045283086597919464
,,,,,,,,,,,,,,,,0.5493,,,,,,,156,0.033164724707603455
,,,,,,,,,,,,,,,,0.5528,,,,,,,157,0.035361405462026596
,,,,,,,,,,,,,,,,0.5563,,,,,,,158,0.049480605870485306
,,,,,,,,,,,,,,,,0.5599,,,,,,,159,0.04329320788383484
0.05386959978130861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265304939607,0.6666666666444444,0.043478260869470695,0.5634,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08333333332017746,0.599999999988,0.044776119402918244,160,0.02342728152871132
,,,,,,,,,,,,,,,,0.5669,,,,,,,161,0.03379731625318527
,,,,,,,,,,,,,,,,0.5704,,,,,,,162,0.040642160922288895
,,,,,,,,,,,,,,,,0.5739,,,,,,,163,0.04496261477470398
,,,,,,,,,,,,,,,,0.5775,,,,,,,164,0.03586737439036369
,,,,,,,,,,,,,,,,0.581,,,,,,,165,0.047187354415655136
,,,,,,,,,,,,,,,,0.5845,,,,,,,166,0.03939202055335045
,,,,,,,,,,,,,,,,0.588,,,,,,,167,0.04134170338511467
0.045959238462816535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148501584,0.9999999999,0.021739130434735347,0.5915,0.19696969694809457,0.812499999994922,0.11206896551714476,0.08219178080660536,0.49999999999166667,0.044776119402918244,168,0.029758837074041367
,,,,,,,,,,,,,,,,0.5951,,,,,,,169,0.028580090031027794
,,,,,,,,,,,,,,,,0.5986,,,,,,,170,0.05693088099360466
,,,,,,,,,,,,,,,,0.6021,,,,,,,171,0.04400574043393135
,,,,,,,,,,,,,,,,0.6056,,,,,,,172,0.034647420048713684
,,,,,,,,,,,,,,,,0.6092,,,,,,,173,0.04823831096291542
,,,,,,,,,,,,,,,,0.6127,,,,,,,174,0.032046280801296234
,,,,,,,,,,,,,,,,0.6162,,,,,,,175,0.04258469119668007
0.053706520850798314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265304939607,0.6666666666444444,0.043478260869470695,0.6197,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08219178080660536,0.49999999999166667,0.044776119402918244,176,0.033401720225811005
,,,,,,,,,,,,,,,,0.6232,,,,,,,177,0.026686061173677444
,,,,,,,,,,,,,,,,0.6268,,,,,,,178,0.04325816407799721
,,,,,,,,,,,,,,,,0.6303,,,,,,,179,0.03739157319068909
,,,,,,,,,,,,,,,,0.6338,,,,,,,180,0.036698222160339355
,,,,,,,,,,,,,,,,0.6373,,,,,,,181,0.03668751195073128
,,,,,,,,,,,,,,,,0.6408,,,,,,,182,0.0547991544008255
,,,,,,,,,,,,,,,,0.6444,,,,,,,183,0.033824265003204346
0.04966810966100337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999998495999,0.4999999999875,0.043478260869470695,0.6479,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.05555555554247685,0.399999999992,0.02985074626861216,184,0.04612753540277481
,,,,,,,,,,,,,,,,0.6514,,,,,,,185,0.04722728580236435
,,,,,,,,,,,,,,,,0.6549,,,,,,,186,0.0543743260204792
,,,,,,,,,,,,,,,,0.6585,,,,,,,187,0.03160040080547333
,,,,,,,,,,,,,,,,0.662,,,,,,,188,0.0350540429353714
,,,,,,,,,,,,,,,,0.6655,,,,,,,189,0.03229692578315735
,,,,,,,,,,,,,,,,0.669,,,,,,,190,0.04484182968735695
,,,,,,,,,,,,,,,,0.6725,,,,,,,191,0.032640572637319565
0.04169437197762117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632651895043,0.3333333333222222,0.021739130434735347,0.6761,0.19548872178192098,0.764705882348443,0.11206896551714476,0.05555555554247685,0.399999999992,0.02985074626861216,192,0.04837113618850708
,,,,,,,,,,,,,,,,0.6796,,,,,,,193,0.034170396625995636
,,,,,,,,,,,,,,,,0.6831,,,,,,,194,0.05227479338645935
,,,,,,,,,,,,,,,,0.6866,,,,,,,195,0.040581561625003815
,,,,,,,,,,,,,,,,0.6901,,,,,,,196,0.03837732598185539
,,,,,,,,,,,,,,,,0.6937,,,,,,,197,0.038606710731983185
,,,,,,,,,,,,,,,,0.6972,,,,,,,198,0.04173558950424194
,,,,,,,,,,,,,,,,0.7007,,,,,,,199,0.04357399791479111
0.045878732201113305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265304939607,0.6666666666444444,0.043478260869470695,0.7042,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.027397260258810282,0.16666666666388888,0.01492537313430608,200,0.03846036270260811
,,,,,,,,,,,,,,,,0.7077,,,,,,,201,0.03427714854478836
,,,,,,,,,,,,,,,,0.7113,,,,,,,202,0.03485133498907089
,,,,,,,,,,,,,,,,0.7148,,,,,,,203,0.03360256552696228
,,,,,,,,,,,,,,,,0.7183,,,,,,,204,0.027762923389673233
,,,,,,,,,,,,,,,,0.7218,,,,,,,205,0.03718692809343338
,,,,,,,,,,,,,,,,0.7254,,,,,,,206,0.040154069662094116
,,,,,,,,,,,,,,,,0.7289,,,,,,,207,0.03629665449261665
0.04739488820939463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999998495999,0.4999999999875,0.043478260869470695,0.7324,0.19696969694809457,0.812499999994922,0.11206896551714476,0.05479452053270782,0.33333333332777776,0.02985074626861216,208,0.04492143169045448
,,,,,,,,,,,,,,,,0.7359,,,,,,,209,0.04470238834619522
,,,,,,,,,,,,,,,,0.7394,,,,,,,210,0.02775554358959198
,,,,,,,,,,,,,,,,0.743,,,,,,,211,0.03092687390744686
,,,,,,,,,,,,,,,,0.7465,,,,,,,212,0.024515243247151375
,,,,,,,,,,,,,,,,0.75,,,,,,,213,0.049678124487400055
,,,,,,,,,,,,,,,,0.7535,,,,,,,214,0.031941045075654984
,,,,,,,,,,,,,,,,0.757,,,,,,,215,0.029498383402824402
0.04764777472748808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632651895043,0.3333333333222222,0.021739130434735347,0.7606,0.21052631576686076,0.8235294117598617,0.12068965517230974,0.08219178080660536,0.49999999999166667,0.044776119402918244,216,0.02930586040019989
,,,,,,,,,,,,,,,,0.7641,,,,,,,217,0.03619834780693054
,,,,,,,,,,,,,,,,0.7676,,,,,,,218,0.021788673475384712
,,,,,,,,,,,,,,,,0.7711,,,,,,,219,0.03413756936788559
,,,,,,,,,,,,,,,,0.7746,,,,,,,220,0.060630910098552704
,,,,,,,,,,,,,,,,0.7782,,,,,,,221,0.04558663070201874
,,,,,,,,,,,,,,,,0.7817,,,,,,,222,0.04014217108488083
,,,,,,,,,,,,,,,,0.7852,,,,,,,223,0.04134359955787659
0.04950839114481679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999985119994,0.24999999999375,0.021739130434735347,0.7887,0.19696969694809457,0.812499999994922,0.11206896551714476,0.10958904108050291,0.6666666666555555,0.05970149253722432,224,0.02844597026705742
,,,,,,,,,,,,,,,,0.7923,,,,,,,225,0.028926072642207146
,,,,,,,,,,,,,,,,0.7958,,,,,,,226,0.027407623827457428
,,,,,,,,,,,,,,,,0.7993,,,,,,,227,0.0449606254696846
,,,,,,,,,,,,,,,,0.8028,,,,,,,228,0.04269644245505333
,,,,,,,,,,,,,,,,0.8063,,,,,,,229,0.03554677218198776
,,,,,,,,,,,,,,,,0.8099,,,,,,,230,0.02416275441646576
,,,,,,,,,,,,,,,,0.8134,,,,,,,231,0.04463176801800728
0.04548245200162435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039215686256670504,0.199999999996,0.021739130434735347,0.8169,0.19696969694809457,0.812499999994922,0.11206896551714476,0.08219178080660536,0.49999999999166667,0.044776119402918244,232,0.03391015902161598
,,,,,,,,,,,,,,,,0.8204,,,,,,,233,0.03263885900378227
,,,,,,,,,,,,,,,,0.8239,,,,,,,234,0.042074404656887054
,,,,,,,,,,,,,,,,0.8275,,,,,,,235,0.03549450635910034
,,,,,,,,,,,,,,,,0.831,,,,,,,236,0.030405543744564056
,,,,,,,,,,,,,,,,0.8345,,,,,,,237,0.046194497495889664
,,,,,,,,,,,,,,,,0.838,,,,,,,238,0.02755696326494217
,,,,,,,,,,,,,,,,0.8415,,,,,,,239,0.0436229407787323
0.052006949959487896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632651895043,0.3333333333222222,0.021739130434735347,0.8451,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.11111111109787808,0.799999999984,0.05970149253722432,240,0.05895697697997093
,,,,,,,,,,,,,,,,0.8486,,,,,,,241,0.03828831762075424
,,,,,,,,,,,,,,,,0.8521,,,,,,,242,0.04398685693740845
,,,,,,,,,,,,,,,,0.8556,,,,,,,243,0.039833471179008484
,,,,,,,,,,,,,,,,0.8592,,,,,,,244,0.03257742524147034
,,,,,,,,,,,,,,,,0.8627,,,,,,,245,0.05886400490999222
,,,,,,,,,,,,,,,,0.8662,,,,,,,246,0.06317460536956787
,,,,,,,,,,,,,,,,0.8697,,,,,,,247,0.06373471021652222
0.04803869599124495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632651895043,0.3333333333222222,0.021739130434735347,0.8732,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08333333332017746,0.599999999988,0.044776119402918244,248,0.032624006271362305
,,,,,,,,,,,,,,,,0.8768,,,,,,,249,0.037177298218011856
,,,,,,,,,,,,,,,,0.8803,,,,,,,250,0.03436198830604553
,,,,,,,,,,,,,,,,0.8838,,,,,,,251,0.032477859407663345
,,,,,,,,,,,,,,,,0.8873,,,,,,,252,0.042038217186927795
,,,,,,,,,,,,,,,,0.8908,,,,,,,253,0.03601038455963135
,,,,,,,,,,,,,,,,0.8944,,,,,,,254,0.037319667637348175
,,,,,,,,,,,,,,,,0.8979,,,,,,,255,0.04101162776350975
0.04962500922107827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632651895043,0.3333333333222222,0.021739130434735347,0.9014,0.19696969694809457,0.812499999994922,0.11206896551714476,0.10958904108050291,0.6666666666555555,0.05970149253722432,256,0.045284997671842575
,,,,,,,,,,,,,,,,0.9049,,,,,,,257,0.039857059717178345
,,,,,,,,,,,,,,,,0.9085,,,,,,,258,0.03898366913199425
,,,,,,,,,,,,,,,,0.912,,,,,,,259,0.029876623302698135
,,,,,,,,,,,,,,,,0.9155,,,,,,,260,0.04320906475186348
,,,,,,,,,,,,,,,,0.919,,,,,,,261,0.03322719782590866
,,,,,,,,,,,,,,,,0.9225,,,,,,,262,0.031036559492349625
,,,,,,,,,,,,,,,,0.9261,,,,,,,263,0.03315062075853348
